	topic	sentiment	tweets	time
151	2	-	@jarmstrongbc @GlobalBC Remove all Covid restrictions.	2021-11-27 18:18:54+00:00
152	3	-	@MoriartyLab Fact:  Vaxxed people can still spread Covid.	2021-11-27 18:16:06+00:00
153	1	+	The new Covid variant is just a distraction from the Ghislaine Maxwell trial. #Omicron #GhislaineMaxwell #JeffreyEpstein #COVID #covidvariant	2021-11-27 18:14:18+00:00
154	6	n	"I would like not go to the hospital...
I been in the area's for while.
Bless me and pray for me. U been healthy. Fully vaccine Canada lady. Codes are reasonable price for the youngest."	2021-11-27 18:05:01+00:00
155	2	-	@BorisJohnson Remove all Covid restrictions.	2021-11-27 17:33:48+00:00
156	4	-	We might still be talking about COVID 19 in 2022… Fuck this	2021-11-27 17:27:39+00:00
157	2	-	"@GBNEWS 🤦‍♂️, remove all Covid restrictions.

Governments around the world have been abusing their citizens long enough."	2021-11-27 17:26:59+00:00
158	4	+	@swargamingstuff Cool! During early months of Covid basically the first year I put on Zoom games for our group.	2021-11-27 17:20:33+00:00
159	4	+	"@spaikin @MonteMcNaughton @TheAgenda @fordnation Meanwhile, by necessity, Ford learned how to perform well in daily COVID briefings. If a spokesperson wants to be good at communicating, they need to create good opportunities to exercise those muscles. Communication skills get stronger -- and they really come in handy at year 4."	2021-11-27 17:05:37+00:00
160	2	-	@CBCPolitics @adamsmiller Remove all Covid restrictions.	2021-11-27 17:00:05+00:00
161	4	-	Last night I got to casually talk to some dance friends in a parking lot after a dance event. Before covid happened parking lots hangs and chats were common. It was lovely and nice to chat with other humans with the same interests. #friends #dance #chats #dancelife	2021-11-27 16:51:45+00:00
162	4	n	"Things I will demand in the world AC (After COVID):

-Patios everywhere all the time
-Casual Fridays and Mondays and Tuesdays etc
-working from home
-technology for connectivity"	2021-11-27 16:43:22+00:00
163	4	-	@RalfRangnickIn @wtf1official He doesn't have it. Period. What happened when Russell drove when Lewis had covid. He beat Bottas.	2021-11-27 16:42:04+00:00
164	4	+	"When I showed my ID and vaccine proof this morning for a sit-down breakfast, the hostess saw I got my booster dose, and they gave me a big smile and thumbs up. Love this positive #PublicHealth energy on a Saturday morning! #VaccinesWork #VaccinesSaveLives"	2021-11-27 16:33:14+00:00
165	4	+	@cstross My wife got high AF after her Moderna shot- spent the afternoon staring in wonder at the trees and sky.	2021-11-27 16:19:35+00:00
166	4	-	"I am not confident that we will defeat the pandemic for four reasons:
1) Anti-vax Cult 
2) Global vaccine inequity
3) Conservative politicians
4) Variants"	2021-11-27 16:18:35+00:00
167	5	-	"@Doug50187577 @Treauge1 @PremierScottMoe Employers are mandated BY LAW to provide a safe workplace for their employees. It's not a safe work environment if the infectious variant factory Covid Charles is walking around, spreading disease."	2021-11-27 16:18:08+00:00
168	2	+	"@SteveHofstetter I do not for the life of me understand why people are so resistant to both wearing a mask and getting a vaccine, both can save your life."	2021-11-27 16:14:02+00:00
169	4	+	@MarcCoward They are okay with white Covid.	2021-11-27 16:01:15+00:00
170	3	+	/n Rich countries need to help the world get vaccinated! Vaccine ‘hesitant’ people need to get vaccinated! People stuck on getting ‘naturally’ immunized by leaving themselves open to getting #COVID - the wrong way to go in helping world immunization coverage (and yourself!).	2021-11-27 16:00:29+00:00
171	1	n	"2/n Published scientific data show that the frequency of virus mutation has a strong correlation with low vaccine coverage.
You were made aware early on. You must #getvaccinated, if you haven’t already. We are going to chase variants, we will eventually triumph (I think) but"	2021-11-27 16:00:28+00:00
172	1	n	1/n Don’t get people surprised &amp; ranting about the new #VariantOfConcern (#Omicron)? You were told from the start of the #pandemic that low levels of immunity in areas (low levels of vaccine coverage) will fuel worse forms of the virus. We still have low global vaccine coverage.	2021-11-27 16:00:28+00:00
173	4	-	"New variants of Covid just keep mutating, so do we now call anti-maskers mutants?"	2021-11-27 15:46:54+00:00
174	4	n	@MoralityPLS Yup and vaccine passport and they have security checking.	2021-11-27 15:42:56+00:00
175	4	n-$WELL.to slowly bouncing back from tax loss selling+short pressure (40% of recent trades were short) look for a big bounce if the Covid remains in the headlines. Short covering can push this stock back to 8$ in a matter of 7 days. #Omicron #DIgitalIT #Telehealth	2021-11-27 15:30:46+00:00	
176	4	-	"Getting used to wearing jeans again is a thing, thanks COVID

😭😭"	2021-11-27 15:23:50+00:00
177	6	n	"Just to reiterate...

It's here to stay.

Forever.

And a day.

Case closed.

#Covid_19"	2021-11-27 15:09:56+00:00
178	6	n	"@MY_KINDA_SEX_ED More like 2 useless POS who have done shit all for those they’re supposed to representing/protecting.
Where were the most Covid outbreaks? LTC homes/schools that had to be shit down for months/ within the most vulnerable populations…hmmmm 🧐"	2021-11-27 15:03:55+00:00
179	2	-	@bruce_arthur The travel bans are also extremely unjust given the inequitable vaccine rollout and the reasons for it being so	2021-11-27 14:40:08+00:00
180	3	+	"@montrealdesign It’s like the flu virus, it mutates constantly and vaccines are updates regularly. That’s why people have gotten COVID twice, different strain, and it will continue unfortunately"	2021-11-27 13:35:00+00:00
181	5	n	"@mynamesnotgordy @StaySaif He's sure due a promotion, as apparently he's now an epidimiologist and Covid expert."	2021-11-27 13:33:07+00:00
182	3	+	"@fnp129_linda @JWeber988 @Acyn Repeat after me: they. Have. Been. Working. On. A. Vaccine. Since. SARS. Twenty. Plus. Years. Ago.

Jesus, an imperial stout is more experimental."	2021-11-27 12:27:48+00:00
183	6	n	"@rick_pittman Ms. Tam should be appointed to the Worldwide Family Planning and Sex Therapy Council.  All-in-One solution:
1. Depopulation
2. No more divorces
3. No more STMs
Problem: Won't stop Covid.
and stay the hell out of the nation's bedrooms. Get her/him out of our nation's business!"	2021-11-27 12:19:36+00:00
184	6	n	Whatever happened to @MirandaRosinAB's claim of secret Covid internment camps being built by Trudeau? #ableg	2021-11-27 12:08:00+00:00
185	3	n	"@Lefty_Mind It’s not just vaccine hoarding that we’re guilty of. Canada, US, EU supporting Big Pharma greed &amp; blocking proposals that would allow developing countries to produce their own COVID-19 vaccines. Which is a better solution than donations bc there aren’t enough doses"	2021-11-27 11:59:18+00:00
186	3	+	"@thewrightpage @Gandersarah @InfoAMSJ Great guest Julia. As a pharmacist, I have so much respect for Dr Gander’s knowledge and skill. This is a great opportunity for folks caring for 5-11 year olds to get informed about the vaccine."	2021-11-27 11:46:17+00:00
187	3	+	"@desimojito Thank God I had taken Pfizer..
Hum bhi safe..
Vaccine passport bhi Mila..."	2021-11-27 07:18:43+00:00
188	2	-	@kunvarsinghhh Where are you from? Every government failed to be transparent even after they 4th waves. Why so much pressure on the first government to witness the rise of Covid and they didn’t even know what was going on?	2021-11-27 06:38:07+00:00
189	3	-	@DrVivianS Vaccines aren't going to stop Covid.	2021-11-27 06:05:19+00:00
190	3	-	@CheriDiNovo Okay stop.  Isn't it obvious now vaccines are not going to stop Covid.	2021-11-27 06:03:57+00:00
191	4	-	@BradeWeathers @TBLightning @DannieD2112 Ok. I just figured living in the Covid incubator it may have gotten you.	2021-11-27 04:59:01+00:00
192	4	n	@SirBailey2 oh my... So Sorry to hear this. Hope you're resting Well 😲🙏💙 #Covid_19	2021-11-27 04:44:53+00:00
193	2	-	"@JRSavard1 @IshatReza @smittycanada1 That's way OTT. Air travel itself is pretty safe. Planes have excellent ventilation and vaccines are required. Covid isn't going to disappear, should we not travel at all for 5 years?"	2021-11-27 04:41:52+00:00
194	5	+	"@bradktennant Yea being a part of the team that called covid a hoax, kicked off the 4th wave with a ‘best summer ever’ campaign, and fired 11,000 health care workers during a pandemic.

Albertan lives are a game to the UCP."	2021-11-27 04:40:27+00:00
195	4	-	What a coincidence now “Omicron”appears suddenly when everything was going back to normal 🧐 🤔 💩 - almost feels like planned 🤣 fin markets tank but Moderna stock skyrockets today. This should be illegal. They should halt trading. This is not a game. But it looks like one ♟ !	2021-11-27 04:27:35+00:00
196	3	+	"@aaronhoyland I agree, but when we're throwing it out, I guess we might as well be using it for boosters. It's unfortunate wealthy countries couldn't work together more effectively to buy and distribute vaccines to the developing world. Pfizer especially could've released the patent."	2021-11-27 04:09:47+00:00
197	3	-	The option of abolishing vaccine patents has always been there.	2021-11-27 04:02:04+00:00
198	3	-	"@k3enteprises @SundanceConstr1 Wait, what?

""This is in every single vaccine in extremely toxic doses.""

So, why aren't people dropping dead from any vaccine? 

Better get a buddy to check your work next time."	2021-11-27 03:44:11+00:00
199	4	+	@iam220yards @JadahParadox Sounds like you reclaimed much of those earlier times and were able to establish a nice stab at a good quasi post covid tradition reboot.	2021-11-27 03:32:17+00:00
200	4	-	Hoping for a Covid 21 Pro Max variant in my stocking this Christmas.	2021-11-27 03:27:30+00:00
201	3	n	#NowPlaying @blessedb3 - Dancehall Vaccine	2021-11-27 03:22:18+00:00
202	2	-	"Hey @WestJet, I just took a round trip from #yyc to #yyz; why wasn’t anyone asked for proof of #vaccination before boarding?!
Are we really just relying on the honour system? #covid #covid19"	2021-11-27 03:21:26+00:00
203	6	-	@Naturals @jonsinghlaw @CTVNews Wrong! Took me 8 seconds to search and find a study by Mt. Sinai and the Canadian Medical Association Journal about Ontario….. that Covid did not have any effect and there was no rise actually in stillbirth. Take the 8 seconds next time before you post wrong info!!!	2021-11-27 03:01:33+00:00
204	6	+	"@J0ann3 The same stooges who were screaming for vaccines and now refuse to take them, or disclose their vaccine status.  Also, first they wanted the border open, then closed.  They're just a nasty, disagreeable bunch. No pleasing them."	2021-11-27 02:49:00+00:00
205	3	+	"5 days til flu shots for the fam jam
10 days til Covid vaccines for the kiddos

#science #ilovescience"	2021-11-27 02:23:35+00:00
206	2	+	"@CTVNews Get it done. No one deserves that.

""The new legislation, Bill C-3, if passed would amend the Criminal Code of Canada to include new offences in instances where people intimidate health-care workers, impede access to  COVID-19 vaccinations or abortion procedures."""	2021-11-27 02:05:49+00:00
